sentences,business_id,review_id,sentence_id,sentiment
gluten free options available.,77h11eWv6HKJAgojLx8G4w,JvasxXAtXpGs5mg6fEVM8Q,7,positive
we sat by the street if not for my pollen allergy would definitely sit in the backyard to enjoy the live jazz.,9KmvrnyjWTr4sly0Dt770g,Iv0ewe1Z3otJd2e8U3yeyQ,2,neutral
"my friend can`t eat gluten, but they said they were unable to modify any of the dishes to accommodate him (even something as simple as leaving out some cheese was too much to ask).",9KmvrnyjWTr4sly0Dt770g,Ti4wl7_4xMCC9H2dh2sVOg,3,negative
"their gluten-free selection was impressive, and they made sure to inform the kitchen of my needs.",A4zLP5AyKEEHQr_dWEZKig,a9pGOyHFMpW_j4aA9cdt0w,3,positive
"unlike our server who promised multiple times that our dish was coming, our busboy pretty much made sure we got our dish while keeping our water glasses full and tending to a irate customer who was allergic to nuts who found nuts in her dish.",A4zLP5AyKEEHQr_dWEZKig,w2PglNrYsDrJ98gMv3lUug,29,negative
the staff was unbelievably kind and accommodating to my bell pepper allergy.,A4zLP5AyKEEHQr_dWEZKig,whsdHiMJDD_Qbv2xmQIS0w,7,positive
"i should also mention, they have gluten-free and vegan menus.",A4zLP5AyKEEHQr_dWEZKig,KznEzOwy3AZAdqD3wQYP0w,10,positive
"an affordable mediterranean culinary experience, with so many different flavors and adapted diet options if you're vegan or gluten-intolerant, a simple yet refined decor, and a great staff.",A4zLP5AyKEEHQr_dWEZKig,qP4xAeCuwVuQ4IH4rtPTIw,5,positive
"humus and feta spread cheese, brussels sprouts, spicy cigars, beet salad, greek salad, steak or shrimps, and an amazing chocolate cake (gluten-free) or a sticky pudding as desserts.",A4zLP5AyKEEHQr_dWEZKig,qP4xAeCuwVuQ4IH4rtPTIw,11,positive
"i can't eat lots of things, and our server was extremely knowledgeable and helpful in offering suggestions; she provided me with a gluten-free menu and was careful to double-check with the kitchen when she wasn't sure.",A4zLP5AyKEEHQr_dWEZKig,KhHAyutDHKHTgLXKleGFpg,2,positive
it was served with gluten-filled crackers that my friend reported also were delicious (i ate it with lettuce from the veggie platter or just with my fork!).,A4zLP5AyKEEHQr_dWEZKig,KhHAyutDHKHTgLXKleGFpg,17,positive
"cons: - the only thing that left me scratching my head was that the chopped salad appeared on the gluten-free menu, even though it contains freekeh (wheat).",A4zLP5AyKEEHQr_dWEZKig,KhHAyutDHKHTgLXKleGFpg,24,negative
they also have a gluten-free and vegan menu.,A4zLP5AyKEEHQr_dWEZKig,67YUxRMY3DlInwbd40rlvQ,10,positive
"we ordered babaganoush; one of us is gluten free, so the waitress offered to bring fresh veggies to eat the dip.",A4zLP5AyKEEHQr_dWEZKig,pFF_4raI3HI0HbGoXUOlXA,6,positive
"our six month old is still bfing, and is still very much allergic to nonhuman dairy proteins in her milk.",9Q1ZtzTPFWG4fJiFSko5Xg,UWMq9M0JnyIZUXTUMh3h0A,7,neutral
i'm talking blood in her diaper allergic.,9Q1ZtzTPFWG4fJiFSko5Xg,UWMq9M0JnyIZUXTUMh3h0A,8,neutral
"making matters worse, there was nothing in the bag that we could eat, due to a dairy allergy.",9Q1ZtzTPFWG4fJiFSko5Xg,VR8-EbLClqUfMfhgKpLBWg,4,negative
im always leary when dining out because i have chosen an alternative gluten/dairy-free lifestyle but was pleasantly impressed that they were so accommodating.,9Q1ZtzTPFWG4fJiFSko5Xg,yYLjBhuZwJVWlwN1G-Pbng,3,positive
they also had a gluten free bun option.,w1clLiXOo-yLhNjt5jDBCA,71TWxfxBZ9g-AjIeRJThBw,8,positive
they have a large gluten free menu with very tasty choices!,w1clLiXOo-yLhNjt5jDBCA,Wk4gDTFzWCU5Sfwny-doPQ,1,positive
a local co-worker took me here for lunch and i had the gluten-free penne carbonara.,w1clLiXOo-yLhNjt5jDBCA,Gjp1DOgA7alFqf4xGOTjDg,2,neutral
made with gluten-free ingredients.,uqYB53z5GrtzJq8WHTF-xg,ZJLzwwCM959uGQJSkHF5Pg,13,neutral
"i recently called ahead and ordered a gluten free stacked turkey sandwich, drove thru and picked it up, so fast, so frickin delicious!",qQCsLGMncJp1xWUGnOKCQA,vzDu0nHZmFHJqTee8VuZew,7,positive
i tried gluten free version of blt from lunch menu.,qQCsLGMncJp1xWUGnOKCQA,_j_Fd8Z9MWm85qtGi6B57Q,3,neutral
"oh, oops, good thing you're not allergic to shellfish.......... are you?"")",qQCsLGMncJp1xWUGnOKCQA,xwP-YJtMQJKM5yL-x8U4FA,8,negative
"i had specifically asked for ""no onions"" and mentioned it's because i'm allergic to them and when i bit into my omelet i found onions.",RI7jH14rISeIa2Idvuyh8A,mCNvCcMVS5quNvQKOizuEw,6,negative
i was so upset because i work at a restaurant and i know when someone has a food allergy our staff and cooks take care of it best we can and cook it no where near where onions are.,RI7jH14rISeIa2Idvuyh8A,mCNvCcMVS5quNvQKOizuEw,7,negative
"however, i thought the food was delicious and creative, and almost everything on the menu can be prepared gluten free.",R1jJQi2yR44D_2ileqr8kA,JHQ_SKZWrMZo6_1rQ7vnkw,2,positive
"the perfect place for any vegan ,vegetarian and gluten-free patron who would love to enjoy a fabulous meal prepared by wonderful people.",R1jJQi2yR44D_2ileqr8kA,ll6aD_3Wa7_7lo6Ayv3_GQ,0,positive
"my husband is not vegetarian but he has some food allergies and usually is very hard to go to somewhere we can trust, so his nutritionist told him about this place that is just 5 minutes from our home.",R1jJQi2yR44D_2ileqr8kA,dAAY8mU0gvZbfUgJFjtBjQ,2,neutral
"if you're gluten free or vegan, you know we spend a lot of time looking for places to eat and most restaurants would much rather us look elsewhere lol  the staff is awesome, the food is quality!",R1jJQi2yR44D_2ileqr8kA,yw3AcDwjLVTmmLWP9Z-V5g,2,positive
gluten free: yes casein free: yes vegan: yes raw: yes  places like luna's living kitchen are a beacon of shinny hope for those with an autoimmune disorders and or any food allergies.,R1jJQi2yR44D_2ileqr8kA,lFYxXFcKeIVL7xDyht5Y_g,0,positive
we started with the gluten free sourdough bread appetizer.,R1jJQi2yR44D_2ileqr8kA,MCcr-otlKs6jSMaVeMZrKQ,4,neutral
"our friend took us to the living kitchen for lunch because i'm a whole-foods, vegan celiac.",R1jJQi2yR44D_2ileqr8kA,KRuVOCr2hQ_xbjLU2TVJPw,1,neutral
"they are a raw, vegan restaurant that is mostly gluten free.",R1jJQi2yR44D_2ileqr8kA,4uMtowVx9EGF1WCl15DU5w,1,positive
the gal was super amazing and even helped me navigate the menu and avoid my sesame allergy!,R1jJQi2yR44D_2ileqr8kA,GQ_uZ2Y2R9I3_6VBZSrJ5A,2,positive
our son has a dairy allergy so this place is perfect!,R1jJQi2yR44D_2ileqr8kA,vzJXltB9PRLHZoRthXSegA,2,positive
lots of gluten and dairy free options.,R1jJQi2yR44D_2ileqr8kA,lACFJ6B_ZkTogKHSl6tZFw,1,positive
"fresh avocado, black sesame seeds, crisp romaine lettuce, and gluten-free (i believe) taco shell round out the experience.",R1jJQi2yR44D_2ileqr8kA,GlFx655yWqlE9jotczs8Kw,7,neutral
handles allergies very well and the food is absolutely delicious.,uuGL8diLlHfeUeFuod3F-w,8xTy9pFHM9N8LETv8_3s0Q,0,positive
spoke with 2 people and no one could tell me about the menu when i inquired about gluten free dining.,uuGL8diLlHfeUeFuod3F-w,aByDV65JIjz-vciY06iv-Q,1,negative
"food allergies are pretty prevalent in today's world, and it's a bit shocking that you guys aren't training staff on keeping patrons safe.",uuGL8diLlHfeUeFuod3F-w,aByDV65JIjz-vciY06iv-Q,5,negative
he knew the menu very well made great recommendations and was happy to accommodate all of our requests for food allergies/preferences.,uuGL8diLlHfeUeFuod3F-w,BVujtvxeXfg6Ik13H7NTqQ,1,positive
"i have food allergies (cassen,peanut) they had great options!",uuGL8diLlHfeUeFuod3F-w,XtqGsp85HZY_0EAS0nUUHQ,2,positive
"they don't have particularly vegan/gluten-free options, but i was able to price together a good lunch with a side salad, brussels sprouts, and hummus.",uuGL8diLlHfeUeFuod3F-w,1W_dh2iAeprjvqoCAd_F3Q,2,negative
"overall i found it to be pretty good for my family's diverse needs (mine gluten-free/vegan, my husband's carnivore tendencies, and my son's desires for pancakes all day).",uuGL8diLlHfeUeFuod3F-w,1W_dh2iAeprjvqoCAd_F3Q,7,positive
"the restaurant is very accommodating, we mentioned to them 1 of the girls is allergic to cilantro so they brought out a special lobster taco for just for her!",pH0BLkL4cbxKzu471VZnuA,QzH5dmXI5VY5i-mXCZ6Rzw,11,positive
"realizing that most of my family were classless heathens from new hampshire i decided to let the waitress know our food allergies and from there, order anything she thought we might like.",pH0BLkL4cbxKzu471VZnuA,Pl52_S9JOaPtCnLszZQ7CQ,17,neutral
lots of gluten free options for me as well.,pH0BLkL4cbxKzu471VZnuA,54J3PJofLUV6jN1HmAQ69g,3,positive
even a rice beer for those with gluten allergies that i need to find for my wife.,pH0BLkL4cbxKzu471VZnuA,fEIFmRe5Tv0QBIWTKAn2qQ,20,positive
the server asks if there is anything you do not like or if you have any food allergies and then how much money per person you're looking to spend.,pH0BLkL4cbxKzu471VZnuA,UkrY1Z43SYYG60YDdkpM3w,3,positive
"2 of them ordered a 4-course dinner for $50, which is customized to your liking based on what preferences and allergies you tell the waitress you have and she kind of surprises you.",pH0BLkL4cbxKzu471VZnuA,Z39vdZkxAoSyMi0WZZo3Ig,11,positive
excellent gluten-free sushi & desserts!,pH0BLkL4cbxKzu471VZnuA,KqVUGn_K84SViNOOOBWcVw,0,positive
"they have a dedicated gluten-free menu, which i really appreciated.",pH0BLkL4cbxKzu471VZnuA,KqVUGn_K84SViNOOOBWcVw,1,positive
a few minutes after being seated we were greeted by the pastry chef and were asked about any food intolerances/allergies and special diets we may have- which is very important to me as i am a vegetarian and have an extreme egg intolerance.,pH0BLkL4cbxKzu471VZnuA,6V8yMZbpdbjymjdWKEwi6Q,2,positive
he customed our menu based on food allergies some of our party had and of course had plenty of delicious options for me...the pescatarian.,pH0BLkL4cbxKzu471VZnuA,f_a8c0UdPyQsiHFNDbT0FA,5,positive
"before they started to bring out the food, they went around to ask about people's allergies and who doesn't like sushi and things like that.",pH0BLkL4cbxKzu471VZnuA,aFfw2J25CNcUhoL-pEMwDA,5,positive
"if they were to bring out something that had something that someone was allergic to, then that person would get a substituted dish!",pH0BLkL4cbxKzu471VZnuA,aFfw2J25CNcUhoL-pEMwDA,7,positive
i brought my two young daughters and they have 4 different food allergies between them.. one of which was fish.,pH0BLkL4cbxKzu471VZnuA,tN1FxGhaaJQd81it797vRg,2,neutral
the server was awesome regarding our allergy issues.,pH0BLkL4cbxKzu471VZnuA,tN1FxGhaaJQd81it797vRg,10,positive
"one of the girls is gluten free, so most of our courses were gf...and the ones that weren't, they made a special dish just for her.",pH0BLkL4cbxKzu471VZnuA,rpa5Y5LI2BsL5hLeHFFkOg,3,po
"next, the waiter asks us what our likes, dislikes, allergies, etc in order to create a unique dining experience for us.",pH0BLkL4cbxKzu471VZnuA,GiQq2EOwoRr3SmBFD8QDzg,5,
"oh, and did i mention i have a food allergy?",pH0BLkL4cbxKzu471VZnuA,dx2Qhnt-oyRtQi1EZuZPHw,9,
"after my celiac diagnosis three years ago, i thought i had to give up ""chef's choice"" or prix fixe meals.",pH0BLkL4cbxKzu471VZnuA,dx2Qhnt-oyRtQi1EZuZPHw,11,
you tell them how much you want to spend per person and they ask you what fish you like/dislike and ask about allergies (someone in our group was allergic to shellfish and they were very attentive throughout dinner and mindful of that).,pH0BLkL4cbxKzu471VZnuA,dliPHueOKvIzV0up-bA2fg,3,
our server asked us a bunch of questions about our preferences & food allergies to gage what type of menu we would receive.,pH0BLkL4cbxKzu471VZnuA,_hf6dszWklOhXAH4dUqZ2A,5,
he was considerate about asking for food allergies.,pH0BLkL4cbxKzu471VZnuA,YhNh3brx9DAolaVojnNqEg,8,
i alerted my waitress immediately that i am vegan and gluten-free.,pH0BLkL4cbxKzu471VZnuA,ro8JOtM_mFLhcz8mLN8sdw,3,
she brought me out a special vegan menu and told me the items that are available gluten-free.,pH0BLkL4cbxKzu471VZnuA,ro8JOtM_mFLhcz8mLN8sdw,4,
i also loved how so many things could be made gluten-free.,pH0BLkL4cbxKzu471VZnuA,ro8JOtM_mFLhcz8mLN8sdw,14,
"we did the prefixed meal and my husband wanted gluten free and the service was awesome, the food so tasty.",pH0BLkL4cbxKzu471VZnuA,cpzydZRAiqp0f8cVdRwXYA,0,
he was super friendly and asked about any allergies and dietary restrictions and got everything on point.,pH0BLkL4cbxKzu471VZnuA,htOoyqRM5NEIWiJ8poqnsQ,5,
"so, between the group of 12, we had the following restrictions: one pregnancy, allergies to peanuts, shrimp, and shellfish.",pH0BLkL4cbxKzu471VZnuA,dkQ0YphMUWTLYVA5mJ3Glg,7,
tell your server your likes/dislikes/allergies and allow them to put together a menu of mini courses that will surely exceed your expectations.,pH0BLkL4cbxKzu471VZnuA,kfH_HYhUEO1DjSNVjMtKfQ,2,
i recently discovered that i am gluten intolerant.,Ak08F6RqjHYmVCzweBbTrQ,fYVyNK4-q0M0XnWamH75yw,0,
after a quick yelp search i found wild thaiger who has a decent vegetarian and gluten free menu.,Ak08F6RqjHYmVCzweBbTrQ,fYVyNK4-q0M0XnWamH75yw,2,
"they have quite a few gluten-free items as well, which was great to see.",Ak08F6RqjHYmVCzweBbTrQ,BH2n6NRx-mB1h6yNct1MoA,7,
gluten-free chicken pad thai was top-notch.,Ak08F6RqjHYmVCzweBbTrQ,BH2n6NRx-mB1h6yNct1MoA,9,
"feeling a little under the weather, had to have soup, ordered super soup from wild thaiger, wow it was delicious, ordered it with rice noodles instead of egg noodles, for gluten free.",Ak08F6RqjHYmVCzweBbTrQ,_LorbhOZoCmbe3fBurowew,0,
the best gluten-free spring rolls in phoenix!,Ak08F6RqjHYmVCzweBbTrQ,IFMxPCmDjtNZ36klpBzIdw,1,
"the menu is pretty typical, although they indicate gluten free items, which is very rare for thai restaurants!",Ak08F6RqjHYmVCzweBbTrQ,jbydwYxTlBmxjdB0NRBhHg,3,
"my daughter has a gluten intolerance, so it was frustrating to see that there was nothing diet friendly for her.",HTaA1mo9cB1dXMwfJC6yKg,Az27KogQEeKpINL0gA_8Ww,2,
my daughter who was allergic to shrimp literally cried because the chef wasnt even skilled enough to cook it carefully on grill in front.,VWJ5ek9uX-VFsD9Tiy2Njw,yo7ew8CLIEHFA-zLLsuSYA,1,
the kitchen did a wonderful job in tailoring the entree's to our food allergies so big thumbs up for that.,oj8qk3W7O9oq15VIs-vYJQ,0NaAjhV1JLXBoT9CL1R7gw,4,
my wife has food allergies which will stymie all but the very best waitstaff.,oj8qk3W7O9oq15VIs-vYJQ,BgQI_0BId-gjDiLxk847_A,3,
"we ate at the lunch spot which was hard for a gluten-free, dairy-free, soy-free eater.",oD-C0IhodDOtWWOiNm2txA,fxgU3A4t2BBrqibzPebo9g,3,
the staff knew of my allergy upon arrival (asked when he made the reservation) & provided me with a list of options to accommodate my allergy.,oD-C0IhodDOtWWOiNm2txA,-jHFOgSOfJbLbfG5DCR7MQ,2,
"what i truly like about this place is that there are a variety of options, even gluten-free tortillas!",_u1Bq7QsgMUXSMex8QHqLQ,VDHmNVw2WQ3gvojx7cgK_w,4,
"i'm sure this is as a result of how busy they are, but is definitely something to consider if you have allergies.",_u1Bq7QsgMUXSMex8QHqLQ,FjO5EpZ_776SwiE2eH25xg,5,
"gluten free burrito was the best i've ever had--not crumbly at all, didn't bust apart as i was eating it, didn't taste gluten free!",_u1Bq7QsgMUXSMex8QHqLQ,yJxSRnFFiY8r0bP9--r6HA,0,
"if you are looking for a diet-friendly place, this is probably not the place for you (no gluten free or whole wheat pasta) but if you are just looking for a classic italian place this is the perfect place.",yNVcnSaMSrTmjJBMrHTy9w,QATqBpTHWmd9VNp6zl_BCA,2,
i really wish they would provide more gluten free sauces (ie packets of tamari soy sauce).,eJPckkV1k7gn0V2awA1pzA,zVGaz1hn0R_1z3bYgkV6xQ,3,
the staff was very friendly and they knew about how to handle allergies.,eJPckkV1k7gn0V2awA1pzA,zVGaz1hn0R_1z3bYgkV6xQ,4,
make sure to ask for gluten free versions of the sauces!,eJPckkV1k7gn0V2awA1pzA,zVGaz1hn0R_1z3bYgkV6xQ,5,
"at only $8 and 300 calories, i would recommend this to anyone looking for a low calorie, vegan, gluten free option.",GHUHWAaVjKDn74r50EKKMA,fWwEwpQjY_gQSLgq-KWSSA,11,
i have severe dairy allergies and their vegan menu puts it all at ease.,SDdB_gFAWW23cNmtwT-dAA,SVsK0asN9HJ-bhLNx9qG5A,1,
"great guacamole, fresh ingredients, and awesome selections for vegans or people with allergies.",SDdB_gFAWW23cNmtwT-dAA,SVsK0asN9HJ-bhLNx9qG5A,5,
i am gluten sensitive so i mainly ordered the bagel for my husband to take home.,FvVSy2r7_zDEhZWqLgjXNQ,YweSG91p6U0h3dMvgVB4mA,6,
"just heard they have gluten free bagels, so that is a pleasant surprise.",FvVSy2r7_zDEhZWqLgjXNQ,F-ejqqTv4blCe4cJy8ScHw,3,
gluten unfriendly.,FvVSy2r7_zDEhZWqLgjXNQ,NR_J-IT2OjiR6_GlSEXVfQ,1,
for a gluten free option they offer roasted poblano peppers.,fbQaKW0Lte0JQ_opbnjdKg,15MqSRSxf9TVwUZae0GQag,11,
oh my god every time i go here i tell my waiter surprise me with a gin or whiskey martini and they go up to the mixologist to the bar and they come back and i'm never not completely satisfied i try very hard not to eat bread but they come out with the white chocolate bread that is unbelievable i always get something different i usually tell the waiter bring out whatever you like the waiter will ask me a few questions about my taste or allergies and it's usually freaking amazing and the atmosphere is so yummy i have not everyone's been let down.,qmymSqVwHYRqdwfcBatzpQ,RUOkMaPIyaOqPenosJRWjg,0,
"they have a large gluten free menu, including all their pho.",AMN3Sgns9tB2x-b3eWk0qQ,bCn4fAC5ejjNMsuTfVrNqg,2,
"i have a shellfish allergy, and they are very accommodating.",AMN3Sgns9tB2x-b3eWk0qQ,qkQsk4qu9tOAJzjcap2pow,3,
they know gluten free too!,AMN3Sgns9tB2x-b3eWk0qQ,8BBnk8xt2c0mE8MCP2XwCg,4,
they have an extensive gluten free menu too.,AMN3Sgns9tB2x-b3eWk0qQ,8BBnk8xt2c0mE8MCP2XwCg,5,
great selection of gluten free and vegetarian dishes.,AMN3Sgns9tB2x-b3eWk0qQ,4kvGaBKFHxp3526InlKqHg,0,
they have a gluten-free menu also!,AMN3Sgns9tB2x-b3eWk0qQ,3WFsZ5m3BsLe-uhIbyg3wQ,3,
"also, the owner/chef is aware of the needs of those who must eat gluten-free, so even if it does not say so on the menu, the owner/chef is able to make modifications to many items on the menu to accommodate those who need to eat gluten-free.",AMN3Sgns9tB2x-b3eWk0qQ,ixUxOBkPZcHQQSeTJxxOgQ,4,
"lots of veggie options, and gluten-free choices, too.",ipFobdM6X_4SNMA9ZBfdAQ,2TgSjJF7TfAjsSyXYSi5uA,1,
"and so far the are able to accommodate our gluten / dairy allergies perfectly, and we would know if they didn't.",ipFobdM6X_4SNMA9ZBfdAQ,5OJaGDBlI-x7DqhGeptkWQ,5,
they are always flexible about food allergies and substitutions which is a plus.,ipFobdM6X_4SNMA9ZBfdAQ,svm5o0y6R5l9yrob8Axb6g,2,
futo buta makes great ramen (gluten free!),ALwAlxItASeEs2vYAeLXHA,WQi79Kxo7d_YqcHJJlcBRQ,1,
"i was able to snag her to ask a few questions, mainly what she would recommend that's gluten free.",ALwAlxItASeEs2vYAeLXHA,Ha7I8GynuUhHS02P6ABQLg,6,
"i have 3 allergies and there are very few items on the menu i can have, but the wait staff has been patient and persistent every time i come in and always helps me craft something i can eat.",ALwAlxItASeEs2vYAeLXHA,CDWRxrUvDgR5iDK-jlPOYA,0,
i decide i would try to take my wife who is gluten free due to celiac disease.,ALwAlxItASeEs2vYAeLXHA,-Y4aj7lEUzrFcQb4zvOFCw,1,
we began with the japanese fried chicken (which is gluten free as they use corn starch) as an app.,ALwAlxItASeEs2vYAeLXHA,-Y4aj7lEUzrFcQb4zvOFCw,4,
they also offer a good selection of gluten free dishes and replacements.,3uIXuw878fNjxZ2Li1diFg,ZoBBe0_CKKyKpKbk6pqeHg,5,
i'd love to see a few more gluten free substitutions/options and non-soy fake meat options.,3uIXuw878fNjxZ2Li1diFg,CzospuKzsJ0z-UMOkUQw4Q,8,
"we topped off dinner with a gluten-free chocolate mousse, which was very rich and had me feeling like a fat kid as i waddled, completely stuffed, out of the restaurant.",3uIXuw878fNjxZ2Li1diFg,6seg-Z3PUAEvtwIJ0oNHcA,16,
"the gluten-free small buns that it came with, were ok, but i didn't want to bother finish eating them.",3uIXuw878fNjxZ2Li1diFg,0rB0Xw_MlyjLcuHvCXhelQ,6,
yay: -some decent food selections; -prices overall were reasonable; -gluten free options; -all vegan; -i liked the collard greens side which had a subtle flavour; -friendly service; -food didn't take forever to arrive.,3uIXuw878fNjxZ2Li1diFg,0rB0Xw_MlyjLcuHvCXhelQ,9,
then we ordered 2 gluten free pizzas and asked if the 'classic lasagna' had cheese because it doesn't say on the menu.,jG1jcAeDw0pZTHCNC5kw_w,XpXykdzwZaiedbMCtBry4w,8,
"my husband has a shellfish allergy, and they do have shrimp on the toppings bar, so we notified them immediately.",F6c3D1o9Z4Tl6cDorb3WgA,eFl5kQXxeM1JTgPdjLXW9w,4,
"i don't have meat allergies, so what i don't know can't hurt me if it actually was beef gravy.",ujPuhQdg8-GCJQg6BoRJtA,hRgWKph9wNO6ZF0QQLGfIw,8,
food is consistently good and they are very accomodating for food allergies.,wUKzaS1MHg94RGM6z8u9mw,gUDM0qp50ywtpnQMto-6vw,2,
"they have a gluten free menu which is great for those allergic, super convenient.",wUKzaS1MHg94RGM6z8u9mw,hROgsdyHKMq2fr47t_Etpg,1,
"what a great place, the atmosphere was wonderful and the staff was informative about the food options and substitutions available due to my good allergies.",wUKzaS1MHg94RGM6z8u9mw,rCwK3qYi6QIZ5u1xaWywHA,0,
"didn't see the waiter again until the food came, got a vegetable frittata which was very undersized for what it cost ($11) but did have good flavor and was gluten free as noted on their menu.",wUKzaS1MHg94RGM6z8u9mw,lLU2U0JhiN5sVshFzgNgXw,2,
their menu also clearly marks which items are gluten free which was very helpful.,wUKzaS1MHg94RGM6z8u9mw,iIBitE_qiptjGm3AQRlZKQ,3,
"the menu is pretty sizable with a variety of pasta, fish, and meats to select from, with vegetarian and gluten-free options marked.",wUKzaS1MHg94RGM6z8u9mw,BMdiRbOTBVG-XLVHxiUn5Q,6,
staff is also very accommodating in regards to allergies / preferences.,wUKzaS1MHg94RGM6z8u9mw,DDx57nz9TdNrmp4zRWJ90g,3,
"he took such great care of us, never once let a water glass go empty, made sure our cocktails kept coming, and paid close attention to our few friends with food allergies.",wUKzaS1MHg94RGM6z8u9mw,ox2kAyFruCvfDPNFtBxTCw,3,
"icing on the cake is i'm allergic to tomatoes, never in my life have i seen it added to egg drop soup.",vx4YAA02Qz6khRD1fZ1MFA,ixyHbN3XK6IdFeeWoJH5Tw,3,
i have to admit having an allergy to kiwi i was nervous because every pic of food i saw on their website had kiwis in it.,kJaoLPzOYh_7UoKuxL0l6Q,kM55rcCVNDFi2zulDS6X-g,1,
"because of my nut allergy, i almost never get carrot cake.",xtDZdPaHwhAwoo77QV9Oeg,9papq22p00r_3hhibp2F3Q,40,
the white chocolate raspberry is awesome and so is there gluten free chocolate chip!,q2KtxnPa6rPSpAlMbg9l8g,SuN0KS81sPY6qqXRl2AO-g,1,
"the brunch food was okay, not a ton of selection for a vegetarian who is allergic to nuts though, since a lot of foods involved pesto.",-U7tvCtaraTQ9b0zBhpBMA,dZVm1P1RwHmVtPLGYlZVJA,1,
great food everything was marked if it was gluten free so it made it super easy and worry free.,-U7tvCtaraTQ9b0zBhpBMA,T8ujErvd8WZ-FyCgMF7H_w,0,
"i loved the breakfast sausage and all their gluten free and vegetarian dishes are labelled, which makes it great for visitors with dietary restrictions.",-U7tvCtaraTQ9b0zBhpBMA,RQ8-zwmwPAwcUlVxv2QQzQ,1,
awesome bonus - gluten-free and vegetarian items are clearly marked.,-U7tvCtaraTQ9b0zBhpBMA,slLWtvm6sCXszy4LpKGVJA,5,
"i am a gluten free diner, and i had a ton of options.",-U7tvCtaraTQ9b0zBhpBMA,slLWtvm6sCXszy4LpKGVJA,6,
"the variety of food is good, and they do label which options are vegan or gluten free.",-U7tvCtaraTQ9b0zBhpBMA,L7JDYnmBF17MaX7olJiEtQ,8,
"for gluten free diners, you are limited but if that isn't a concern, the selection is pretty vast (but i can't vouch for the taste).",-U7tvCtaraTQ9b0zBhpBMA,sOAI3kwHSxdqVC-TFdugFQ,4,
"on the other hand, there is gluten free toast available, lots of nice desserts, the pineapple was amazing and the staff was very nice.",-U7tvCtaraTQ9b0zBhpBMA,nWEu05r-akxMF1c0g1gKuA,3,
took care of us and daughters gluten allergy.,C2T7ecxqsVu99PhSqT3c3g,k5TIN0qH2PTyhHp0CeNWaA,0,
surf & turf: i had a piece of the turf (surf allergy) and it was fantastic.,H8qlBw1YaxMsItfz25-AyA,B_TIZBLPelR6rBdRCoRz8A,13,
we went with my family today and ordered a burger plain after explaining that my son was allergic to dairy .,H8qlBw1YaxMsItfz25-AyA,jwcVTKBfHrGrVTvuzI7Elw,2,
i don't make a habit of writing reviews but for all the people who suffer from food allergies just be aware of their practices .,H8qlBw1YaxMsItfz25-AyA,jwcVTKBfHrGrVTvuzI7Elw,9,
my usual eating partner is gluten free so i don't make it to burger places too often.,5ma1OUQWy_Ds80xUiP7JPQ,1Z1C9z9eDhiBRXcKcfEZBQ,1,
"the wait staff were welcoming, friendly and wonderful to work with, especially dealing with food allergies in our group.",eTXYID00jGxq1vZpntBUFw,IdhlUMPJM3UyjWA8YEKkAw,3,
they were also to easily cater to my gluten free needs.,eTXYID00jGxq1vZpntBUFw,MrL8ZxVBALC0kmnCbALLxQ,2,
when i was looking for gluten free dining in boulder city this came up.,eTXYID00jGxq1vZpntBUFw,xrNJ_jQKgwl6AUj-5wioCQ,0,
hands down worst gluten free cupcake i've ever had.,QiWwJiV27YFscyJAkAyrtw,-Vb3--0EeU87hpGydpLpmg,0,
"not only are all the other bakery's gluten free cupcakes superior to this one, but so are the grocery store box mixes like the gluten free betty crocker or pilsburry.",QiWwJiV27YFscyJAkAyrtw,-Vb3--0EeU87hpGydpLpmg,2,
"if you're at fashion square and craving a gluten free treat, do yourself a favor and go to the macaroon place.",QiWwJiV27YFscyJAkAyrtw,-Vb3--0EeU87hpGydpLpmg,6,
"the one star is for gluten free cupcakes only, as i have not (and cannot) try a regular one.",QiWwJiV27YFscyJAkAyrtw,-Vb3--0EeU87hpGydpLpmg,8,
"their food is typically neither gluten-free (although a few of their beers are), nor vegan or organic.",O-uIEuv7JLUHajkemx_sVw,Y3G4zM4__pQXr8JNeqVFag,3,
"though, they have a few gluten free options as well.",O-uIEuv7JLUHajkemx_sVw,x57bo2sNvqlzXP3gEiflJQ,7,
my wife and i had tickets to a concert in toronto and were looking for a restaurant that was close to the hotel/theater that also had some gluten free options.,O-uIEuv7JLUHajkemx_sVw,xstRXh55FzKO8KoxwfOZXA,0,
there are gluten-free options as well for those that need.,WWWufR135GEXKynwYjLdGg,CsZu4mX7zrVw5kfM6Ca9wQ,3,
hubby had the gluten free crust and it was delicious.,WWWufR135GEXKynwYjLdGg,reMpE9q59sQQDPq3vHRvFQ,1,
i ordered the gluten free spicy buffalo chicken pizza and was pleasantly surprised at how delicious the gluten free crust was.,WWWufR135GEXKynwYjLdGg,eYLQCcCs7qbndlM27yDaeA,1,
the crust was nice and crisp as opposed to a lot of gluten free crusts which are soggy-not this one!,WWWufR135GEXKynwYjLdGg,eYLQCcCs7qbndlM27yDaeA,2,
i also pointed out to her that i may have asked for the switch due to a food allergy and that she could actually hurt someone.,m3DVIvPsuLuA9OMSgWNLcQ,CDl7pHUbhlnxcjMdpIZrkg,16,
